type,row.id,label,abstract,affiliation,author,doi,issn,journal,keywords,language,pages,source,title,volume,year,duplicate_group,n_duplicates,relevant,MRSA-SA,ESBL-ENT,FUNGI,VIRUS,GENERAL,MABres,MABgeneres,MAFres,MAFgeneres,wasMARtested,notes,,,,
horse,1041,Wolny.Koadka_2018_EnvSciandPolRes,"The aim of the study was to determine the antimicrobial resistance profile and the occurrence of extended-spectrum beta-lactamase genes and to analyze the genetic diversity of Escherichia coli strains isolated from the environment of horse riding centers. The study was conducted using E. coli strains isolated from the air, manure, and horse nostril swabs in three horse riding centers differing in the system of horse keepingstable (OJK Pegaz and KJK Szary) and free-range (SKH Nielepice). Resistance to antibiotics was determined using the disk-diffusion method, and the PCR technique was employed to detect the extended-spectrum -lactamase (ESBL) genes, while the genetic diversity of strains was assessed by rep-PCR. A total of 200 strains were collected during the 2-year study, with the majority isolated from KJK Szary, while the smallest number was obtained from SKH Nielepice. The strains were mostly resistant to ampicillin, aztreonam, and ticarcillin. The tested strains were most frequently resistant to one or two antibiotics, with a maximum of ten antimicrobials at the same time. Two multidrug-resistant (MDR) strains were detected in OJK Pegaz while in KJK Szary there were two MDR and one extensively drug-resistant (XDR) strain. The ESBL mechanism was most frequently observed in OJK Pegaz (20.31% of strains) followed by KJK Szary (15.53% of strains) and SKH Nielepice (15.15% of strains). Among the ESBL-determining genes, only blaTEM and blaCTXM-9 were detectedblaTEM was mostly found in KJK Szary (53.40% of strains), while the second detected geneblaCTXM-9was most frequent in SKH Nielepice (6.06% of strains). The rep-PCR genotyping showed high variation among the analyzed strains, whereas its degree differed between the studied facilities, indicating that the type of horse keeping (stable vs. free-range) affects the genetic diversity of the E. coli strains. Having regard to the fact that the tested strains of E. coli were derived from non-hospitalized horses that were not treated pharmacologically, we can assume that the observed antimicrobial resistance may be of bothnatural origin, i.e., not the result of the selection pressure, and acquired, the source of which could be people present in the horse riding facilities, the remaining horses which were not included in the study, and air, as well as water, fodder, and litter of the animals. Therefore, it can be concluded that the studied horses are the source of resistant E. coli and it is reasonable to continue monitoring the changes in antimicrobial resistance in those bacteria.  2018, The Author(s).","Department of Microbiology, University of Agriculture in Cracow, Mickiewicza Ave 24/28, Cracow, Poland","Wolny-Koadka, K. and Lenart-Boro, A.",10.1007/s11356-018-2274-x,9441344,Environmental Science and Pollution Research,Animalia;  Equidae;  Escherichia coli,English,21789-21800,scopus,Antimicrobial resistance and the presence of extended-spectrum beta-lactamase genes in Escherichia coli isolated from the environment of horse riding centers,25,2018,1041,3,YES,N,Y,N,N,N,YES,YES,NO,NO,YES/gene,none,,,,
horse,1042,Wolny.Koadka_2018_JoofEqVeSc,"The purpose of the study was to identify species, to determine the drug resistance profile, and to evaluate the occurrence of genes responsible for the development of methicillin resistance in Staphylococcus bacteria isolated from the environment of horse riding centers. Staphylococci were isolated from air, manure, and nostrils of horses located in three horse riding centers, differing in horse stabling systembox stall stabling (OJK Pegaz and KJK Szary) and free-range stabling (SKH Nielepice). The dominant species was Staphylococcus vitulinus. A large variation in the frequency of occurrence of individual species between horse riding centers was determined. Resistance to antibiotics was determined by means of disc diffusion method and polymerase chain reaction technique to detect mecA genes responsible for methicillin resistance. In total, 408 strains were collected, most from SKH Nielepice, and least from OJK Pegaz. The highest resistance was found to gentamicin and tetracycline. Multidrug-resistant isolates were also detected in KJK Szary (10), in SKH Nielepice (5), and in OJK Pegaz (4). Methicillin resistance determined by disk diffusion assay was found in 23 strains, while the mecA gene was detected in 142 isolates. A total of 137 strains holding the mecA gene are coagulase-negative staphylococci (CNS), which, as shown by our own studies, may be a reservoir of methicillin resistance. Most commonly, the mecA gene was found in staphylococci isolated in KJK Szary (61.70%). The mecA gene was detected in five strains that belonged to Staphylococcus aureus species and came from horses in SKH Nielepice, indicating the presence of methicillin-resistant Staphylococcus aureus strains in these animals.  2017 Elsevier Inc.","Department of Microbiology, University of Agriculture in Cracow, Cracow, Poland","Wolny-Koadka, K.",10.1016/j.jevs.2017.11.010,7370806,Journal of Equine Veterinary Science,"gentamicin;  tetracycline, air;  Article;  bacterial gene;  bacterium identification;  bacterium isolate;  bacterium isolation;  controlled study;  disk diffusion;  horse;  horseback riding;  manure;  mecA gene;  nonhuman;  nose;  penicillin resistance;  polymerase chain reaction;  Staphylococcus;  Staphylococcus arlettae;  Staphylococcus aureus;  Staphylococcus capitis;  Staphylococcus chromogenes;  Staphylococcus cohnii;  Staphylococcus delphini;  Staphylococcus equorum;  Staphylococcus felis;  Staphylococcus fleurettii;  Staphylococcus haemolyticus;  Staphylococcus hominis;  Staphylococcus hyicus;  Staphylococcus lentus;  Staphylococcus muscae;  Staphylococcus saprophyticus;  Staphylococcus sciuri;  Staphylococcus simulans;  Staphylococcus succinus;  Staphylococcus vitulinus;  Staphylococcus warneri;  Staphylococcus xylosus",English,65-71,scopus,Resistance to Antibiotics and the Occurrence of Genes Responsible for the Development of Methicillin Resistance in Staphylococcus Bacteria Isolated From the Environment of Horse Riding Centers,61,2018,1042,2,YES,Y,N,N,N,N,NO,YES,NO,NO,YES/gene,none,,,,
hospital,317,Gao_2018_JOOFHAMA,"Clinically relevant antibiotic-resistant bacteria (ARB) and antibiotic resistance genes (ARGs) in bioaerosols have become a greater threat to public health. However, few reports have shown that ARB and ARGs were found in the atmosphere. High-throughput sequencing applied to environmental sciences has enhanced the exploration of microbial populations in atmospheric samples. Thus, five nosocomial bioaerosols were collected, and the dominant microbial and pathogenic microorganisms were identified by high-throughput sequencing in this study. The results suggested that the dominant microorganisms at the genus level were Massilia, Sphingomonas, Methylobacterium, Methylophilus, Micrococcineae, and Corynebacterineae. The most abundant pathogenic microorganisms were Staphylococcus saprophyticus, Corynebacterium minutissimum, Streptococcus pneumoniae, Escherichia coil, Arcobacter butzleri, Aeromonas veronii, Pseudomonas aeruginosa, and Bacillus cereus. The relationship between microbial communities and environmental factors was evaluated with canonical correspondence analysis (CCA). Meanwhile, differences in the pathogenic bacteria between bioaerosols and dust in a typical hospital was investigated. Furthermore, cultivable Staphylococcus isolates with multi-drug resistance phenotype (> 3 antibiotics) in the inpatient departments were much higher than those in the transfusion area and out-patient departments, possibly attributed to the dense usage of antibiotics in inpatient departments. The results of this study might be helpful for scientifically air quality control in hospitals.","Li, J (Reprint Author), Harbin Inst Technol, Shenzhen Grad Sch, Shenzhen Key Lab Water Resource Utilizat \& Enviro, Shenzhen 518055, Peoples R China. Wang, Q (Reprint Author), Hebei Univ Engn, Coll Energy \& Environm Engn, Handan 056038, Peoples R China. Gao, Xin-Lei; Shao, Ming-Fei; Fang, Wen-Yan; Ouyang, Feng; Li, Ji, Harbin Inst Technol, Shenzhen Grad Sch, Shenzhen Key Lab Water Resource Utilizat \& Enviro, Shenzhen 518055, Peoples R China. Wang, Qing; Wang, Li-Tao, Hebei Univ Engn, Coll Energy \& Environm Engn, Handan 056038, Peoples R China.","Gao, Xin-Lei and Shao, Ming-Fei and Wang, Qing and Wang, Li-Tao and Fang, Wen-Yan and Ouyang, Feng and Li, Ji",10.1016/j.jhazmat.2018.01.043,0304-3894,JOURNAL OF HAZARDOUS MATERIALS,Antibiotic resistance genes; High-throughput sequencing; Bioaerosols; Pathogenic; Environmental risk,English,Sep-13,wos,Airborne microbial communities in the atmospheric environment of urban hospitals in China,349,2018,317,3,MAYBE,Y,N,N,N,Y,NO,NO,YES,NO,YES,reported MICs on validated fungus,,,,
hospital,590,Loeffert_2018_JodeMyMe,"Objectives: Recent studies have reported the emerging worldwide problem of azole drug resistance of A. fumigatus isolates. The aim of this study was to evaluate the antifungal susceptibilities of A. fumigatus isolates recovered from air and clinical samples collected in a French University hospital (Lyon), which underwent major deconstruction works over a one year-period. Methods: A daily surveillance of fungal contamination was implemented during 11-months. Environmental survey was realized by air samplings, outdoor and indoor, with an automatic agar sampler. In parallel, surveillance of IA infection cases was conducted by epidemiological investigation. Environmental and clinical isolates of A. fumigatus were identified by conventional methods and -tubulin sequencing. Susceptibility testing of A. fumigatus isolates against Itraconazole (ITZ), Voriconazole (VCZ) was performed using Etest method. Results: A total of 3885 air samples (1744 outdoor samples and 2141 indoor samples) were collected. From the 3073 identified colonies of A. fumigatus, 400 A. fumigatus isolates were tested for their susceptibility to ITZ and VCZ, including 388 isolates coming from the environment (indoor n:157, outdoor n:231) and 12 isolates coming from clinical samples. All the 400 isolates were susceptible to azoles ( 1 g/mL). Conclusions: No environmental reservoir of A. fumigatus azole resistant strains was found in our hospital which was undergoing major demolition works. Further studies with larger number of A. fumigatus clinical isolates and environmental isolates from agricultural areas and healthcare establishments are needed to better appreciate the occurrence and prevalence of azole resistance.  2018 Elsevier Masson SAS","Laboratoire des pathognes emergents-fondation mrieux, centre international de recherche en infectiologie (CIRI), Inserm U1111, CNRS UMR5308, ENS de Lyon, universit de Lyon 1, Lyon, France; Institut de parasitologie et de mycologie mdicale, hpital de la Croix-Rousse, Lyon, France; Unit d'hygine, pidmiologie et prvention, groupement hospitalier centre, hospices civils de Lyon, Lyon, France; Laboratoire de biologie scurit environnement, groupement hospitalier centre, hospices civils de Lyon, Lyon, France; Dpartement de sant publique, institut des sciences pharmaceutiques et biologiques (ISPB)-facult de pharmacie, universit Claude-Bernard Lyon 1, Lyon, France","Loeffert, S.T. and Hnaff, L. and Dupont, D. and Bienvenu, A.-L. and Dananch, C. and Cassier, P. and Bnet, T. and Wallon, M. and Gustin, M.-P. and Vanhems, P.",10.1016/j.mycmed.2018.05.007,11565233,Journal de Mycologie Medicale,NA,English,NA,scopus,Prospective survey of azole drug resistance among environmental and clinical isolates of Aspergillus fumigatus in a French University hospital during major demolition works,NA,2018,590,2,MAYBE,N,N,Y,N,N,NOT POSSIBLE,NO,NO,NO,YES,results pooled no ab suscept table,,,,
hospital,617,Malpani_2011_NatEnvandPolTec,"Hospital air quality is important determinant of health of patients. Pathogenic bacteria if present in hospital may lead to various infections. Severity of infections is increased many-fold if those bacteria acquire antibiotic resistance. Most populated 10 hospitals of Akola city were analysed for presence of bacterial pathogens in indoor and outdoor hospital air. Resistance pattern of isolated bacteria was checked against most commonly used 10 higher generation antibiotics. The most predominant bacteria isolated were Klebsiella pnenumonie (25.76 %), Staphylococcus aureus (21.74%), Pseudomonas aeruginosa (23.23 %), E. coli (10.77 %), E. faecalis (9.08 %), Proteus mirabilis (2.87 %) and Proteus vulgaris (6.5 %). Out of the different wards examined more number of pathogenic bacteria were found in general ward and Maternity ward. All isolates showed varied degree of antibiotic resistance. Out of the total 2014 isolates, 38 isolates have shown resistance againstallthe 10 used antibiotics.","Department of Microbiology, Shri R. L. T. College of Science, Akola-444 001, Maharashtra, India","Malpani, H.S. and Nanoty, V.D.",NA,9726268,Nature Environment and Pollution Technology,"Air quality;  Antibiotics;  Bacteria;  Bacteriology;  Escherichia coli;  Health risks, Airborne pathogens;  Antibiotic resistance;  Bacterial flora;  Bacterial pathogens;  E. coli;  Environmental Monitoring;  Hospital environment;  Klebsiella;  Maternity wards;  Pathogenic bacterium;  Predominant bacteria;  Proteus mirabilis;  Proteus vulgaris;  Pseudomonas aeruginosa;  Staphylococcus aureus, Hospitals, air quality;  antibiotic resistance;  antibiotics;  bacterium;  environmental monitoring;  health risk;  health services;  hospital sector;  indoor air;  infectivity;  pathogen;  risk factor, Akola;  India;  Maharashtra, Bacteria (microorganisms);  Escherichia coli;  Klebsiella;  Proteus mirabilis;  Proteus vulgaris;  Pseudomonas aeruginosa;  Staphylococcus aureus",English,309-311,scopus,Studies on environmental monitoring of pathogenic bacterial flora of hospital air and threat of antibiotic resistance,10,2011,617,1,MAYBE,N,N,N,N,Y,NOT POSSIBLE,NO,NO,NO,YES,MRSA/ESBL CHROMagars used,,,,
hospital,1293,X30006281,"BACKGROUND Hand hygiene is a fundamental component of infection prevention, but few studies have examined whether hand-drying method affects the risk of dissemination of potential pathogens. MATERIALS/METHODS: We performed a multicentre, internal-crossover study comparing bacterial contamination levels in washrooms with hand-drying by either paper towels (PT) or jet air dryer (JAD, Dyson). 120 sampling sessions occurred over 12 weeks in each of 3 hospitals (UK/France/Italy). Bacteria were cultured from air, multiple surfaces and dust. Washroom footfall (patients/visitors/staff) was monitored externally. RESULTS: Footfall was nine times higher in UK washrooms. Bacterial contamination was lower in PT vs JAD washrooms; contamination was similar in France/UK, but markedly lower in Italy washrooms. Total bacterial recovery was significantly greater from JAD versus PT dispenser surfaces at all sites (median 100-300vs0-10 CFU; all p<0.0001). In UK/France, significantly more bacteria were recovered from JAD washroom floors (median 24vs191 CFU, p<0.00001). UK MSSA recovery was 3x more frequent and 6-fold higher for JADs vs PTs surfaces (both p<0.0001). UK MRSA recovery was 3x more frequent (21vs7 CFU) from JAD versus PT surfaces or floors. Significantly more enterococci and ESBL-producing bacteria were recovered from UK JAD versus PT washroom floors (p<0.0001). In France, ESBL-producing bacteria were recovered from dust twice as often during JAD versus PT use. CONCLUSIONS: Multiple examples of significant differences in surface bacterial contamination, including by faecal and antibiotic resistant bacteria, were observed, with higher levels in JAD versus PT washrooms. Hand-drying method affects the risk of (airborne) dissemination of bacteria in real world settings.","Microbiology, Leeds Teaching Hospitals, Leeds LS1 3EX, UK. and Microbiology, Leeds Teaching Hospitals, Leeds LS1 3EX, UK. and CHU Saint Antoine, Assistance Publique-Hopitaux de Paris, Paris, France. and CHU Saint Antoine, Assistance Publique-Hopitaux de Paris, Paris, France. and CHU Saint Antoine, Assistance Publique-Hopitaux de Paris, Paris, France. and Department of Medicine, University of Udine, Italy. and Department of Medicine, University of Udine, Italy. and Department of Medicine, University of Udine, Italy. and Microbiology, Leeds Teaching Hospitals, Leeds LS1 3EX, UK; University of Leeds, and Leeds, UK. Electronic address: mark.wilcox@nhs.net.",E B and P P and J C and F B and A LB and L A and A M and S B and Mh W,10.1016/j.jhin.2018.07.002,1532-2939 (Electronic) and 0195-6701 (Linking),The Journal of hospital infection,NA,eng,NA,pubmed,"Multicentre study to examine the extent of environmental contamination by potential bacterial pathogens, including antibiotic resistant bacteria, in hospital washrooms according to hand-drying method.",NA,2018,1293,1,MAYBE,N,N,N,N,Y,YES,NO,NO,NO,YES,need to incorporate,,,,
goatmilkfactory,1016,Wang_2015_JoofChInofFoScanTe,"Objective: To investigate the occurrence, virulence genes and antimicrobial susceptibility of Enterobacter sakazakii in goat milk powder factory. Methods: In total 180 samples including production samples and environmental samples were collected from air filtration plant, liquid milk plant, fluidized bed plant, spray drying plant and packaging plant. All samples were tested by the GB 4789.40-2010 to isolate Enterobacter sakazakii, the ompA virulence genes were detected to identify Enterobacter sakazakii by PCR; four virulence genes (sip, hly, cpa and ompX) were examined by PCR; antimicrobial susceptibility were tested by using agar dilution methods. Results: In total 29 samples of the 14 ested locations out of 27 were positive for Enterobacter sakazakii. The detection rate and the contamination rate was 51.9% and 16.1%, respectively. Positive samples mainly concentrate in the powder samples (23.5%) and swabs samples (16.9%). The rate of virulence gene was 100%. The detection rates of virulence genotypes carrying cpa-ompX and cpa-hly-ompX were 79.3% and 20.7%, respectively. The resistant rates of 29 isolates for respective antibiotics were ri-fampicin (100%), trimethoprim/sulfamethoxazole (75.9%), cefoxitin (6.9%), amoxicillin (3.4%), amoxicillin/clavulanic (3.4%). All isolates were sensitive to the other 11 kinds of antibiotics. Multiple antimicrobial resistant rate was 6.9%. Conclusion: Enterobacter sakazakii exist in the goat milk powder factory quiet easily. Distribution may be assisted by air flow, dust pollution, personnel during processing and the no thorough cleaning and disinfection of production equipment. The isolates carry a high rate of virulence genes and are sensitive to most tested antibiotics, while exist multiple antimicrobial resistance. , 2015, Chinese Institute of Food Science and Technology. All right reserved.","College of Food Science and Engineering, Northwest A&F University, Yangling, Shaanxi, China; Institution of Inspection of Xianyang Bureau of Quality and Supervision, Xianyang, Shaanxi, China; Institution of Inspection of Yangling Bureau of Quality and Supervision, Yangling, Shaanxi, China","Wang, Q. and Ge, W. and Yuan, Y. and Yang, J. and Wang, H. and Ma, Y.",10.16429/j.1009-7848.2015.05.023,10097848,Journal of Chinese Institute of Food Science and Technology,"Air cleaners; Antibiotics; Disinfection; Filtration; Fluidized beds; Genes; Microorganisms, Antimicrobial resistances; Antimicrobial susceptibility; Cleaning and disinfections; Enterobacter sakazakii; Environmental sample; Goat milks; Production equipments; Virulence gene, Dairy products",Chinese,175-181,scopus,"Isolation, identification, virulence genes detection and antimicrobial susceptibility test of enterobacter sakazakii in goat milk powder production process",15,2015,1016,1,YES,N,Y,N,N,N,NO,NO,YES,YES,gene,need to incorporate,,,,
sawmill,1250,X28497646,"AIMS Emergence of azole-resistant Aspergillus fumigatus complicates management of Aspergillus diseases. Currently, selection pressure caused by azole fungicide use in farming is strongly suspected of creating resistance. As sawmills also use azole fungicides, we investigated the presence of azole-resistant strains in this environment and studied the relationship between azole fungicide use and development of resistance. METHODS AND RESULTS: Air (n = 200) and substrate (n = 600) samples were taken in 20 sawmills. Azole-resistant strains (Etest and EUCAST methods) were confirmed by sequencing the cyp51A gene and its promoters. Dosage of propiconazole and tebuconazole was performed by gas chromatography coupled with mass spectrometry. Twenty-four azole-resistant A. fumigatus strains were collected among 20 of the 600 substrate samples (3%). Eighty-three percent of theses strains had TR34 /L98H mutation. A significantly higher number of resistant strains was collected in sawmills using fungicide products made with propiconazole mixed with a high concentration of tebuconazole (P = 0.009). The presence of resistant strains was significantly linked to propiconazole quantities in substrates (P = 0.03). CONCLUSIONS: The outcome of azole-resistant A. fumigatus carrying TR34 /L98H mutation seems to greatly depend on the azole fungicide formulation and quantities of azole. These preliminary results are valuable to propose new approaches limiting the emergence of azole-resistant strains. SIGNIFICANCE AND IMPACT OF THE STUDY: Azole resistance is an emerging problem in A. fumigatus and threatens clinical advances made possible by the use of azole antifungals in the treatment of Aspergillus-related diseases. Azole fungicides are also used in the wood industry, notably in sawmills, to protect wood from wood-destroying fungi. Through our study, we show that sawmills represent another professional environment affected by the presence of azole-resistant A. fumigatus strains carrying the TR34 /L98H mutation. Moreover, this study provides valuable preliminary results to propose some new approaches to limit the emergence of azole-resistant A. fumigatus strains.","Parasitology-Mycology Department, University Hospital, Besancon, France. and Parasitology-Mycology Department, University Hospital, Besancon, France. and Chrono-Environnement UMR 6249 CNRS, Bourgogne Franche-Comte University, Besancon, and France. and Parasitology-Mycology Department, University Hospital, Besancon, France. and Chrono-Environnement UMR 6249 CNRS, Bourgogne Franche-Comte University, Besancon, and France. and Chrono-Environnement UMR 6249 CNRS, Bourgogne Franche-Comte University, Besancon, and France. and Chrono-Environnement UMR 6249 CNRS, Bourgogne Franche-Comte University, Besancon, and France. and Parasitology-Mycology Department, University Hospital, Besancon, France. and Chrono-Environnement UMR 6249 CNRS, Bourgogne Franche-Comte University, Besancon, and France.",Jeanvoine A and Rocchi S and Reboux G and Crini N and Crini G and Millon L,10.1111/jam.13488,1365-2672 (Electronic) and 1364-5072 (Linking),Journal of applied microbiology,Aspergillus infection and TR34/L98H mutation and azole fungicides and environmental mycology and resistance,eng,NA,pubmed,Azole-resistant Aspergillus fumigatus in sawmills of Eastern France.,NA,2017,1250,1,YES,N,N,Y,N,N,NO,YES,NO,NO,YES,none,,,,
wetmarket,313,Gao_2016_SCOFTHTOEN,"Chinese wet markets with live poultry trade have been considered as major sources of pathogen dissemination, and sites for horizontal transfer of bacterial and viral pathogens. In this study, the pathogenic bacteria and antibiotic resistant genes (ARGs) in air samples collected at a typical Chinese wet market had been analysis and quantified. Corynebacterium minutissimum and other pathogenic bacteria accounted for 0.81-8.02\% of the whole microbial community in different air samples. The four ARGs quantified in this study showed a comparable relative concentration (copies/ng\_DNA) with municipal wastewater. Poultry manures were demonstrated to be important microbial contamination source in wet market, which was supported by both microbial composition based source tracking and the quantification of airborne microbial density. A series of Firmicutes and Bacteroidetes indicators of poultry area contamination were successfully screened, which will be useful for the more convenient monitoring of airborne poultry area contamination. Our results indicate bioaerosols acted as important route for the transmissions of pathogens and ARGs. Continued surveillance of airborne microbial contamination is required in poultry trade wet market. Practical implications: Urban live poultry markets are important sources of pathogen dissemination, and sites for horizontal transfer of viral and bacterial pathogens. In the present field-study, pathogenic bacteria and antibiotic resistance genes were focused to provide quantitative information on the levels of microbial contaminations at the indoor air of wet markets. Results demonstrated that poultry manures were important microbial contamination source in wet market, and in the meanwhile bioaerosols were identified as important route for the transmissions of microbial contaminants. A series of Firmicutes and Bacteroidetes indicators of poultry area contamination were successfully screened, which will be useful for the more convenient monitoring of airborne poultry area contamination. (C) 2016 Elsevier B.V. All rights reserved.","Shao, MF; Li, J (Reprint Author), Harbin Inst Technol, Shenzhen Grad Sch, Shenzhen Key Lab Water Resource Utilizat \& Enviro, Shenzhen 518055, Peoples R China. Gao, Xin-Lei; Shao, Ming-Fei; Dong, Yu-Fang; Ouyang, Feng; Dong, Wen-Yi; Li, Ji, Harbin Inst Technol, Shenzhen Grad Sch, Shenzhen Key Lab Water Resource Utilizat \& Enviro, Shenzhen 518055, Peoples R China. Luo, Yi, Nankai Univ, Coll Environm Sci \& Engn, Minist Educ, Key Lab Pollut Proc \& Environm Criteria, Tianjin 300071, Peoples R China.","Gao, Xin-Lei and Shao, Ming-Fei and Luo, Yi and Dong, Yu-Fang and Ouyang, Feng and Dong, Wen-Yi and Li, Ji",10.1016/j.scitotenv.2016.06.208,0048-9697,SCIENCE OF THE TOTAL ENVIRONMENT,Pathogenic bacteria; Bioaerosol; Antibiotic resistance gene; Wet market; Live poultry trade; Microbial contaminant,English,681-687,wos,Airborne bacterial contaminations in typical Chinese wet market with live poultry trade,572,2016,313,2,YES,N,N,N,N,Y,NO,YES,NO,NO,YES,not included,,,,
recycling,143,Casini_2015_ArofClMi,"Background: Although there are many reports of antibiotic resistant microorganisms released from the treated municipal wastewater, less attention has been given to other waste treatment activities. We report the occurrence of antibiotic resistant strains isolated from the working setting of a solid waste recycling plant in Italy which serves 195 municipalities. Methods: To assess microbial contamination levels, several sampling points were chosen for their relevance in evaluating exposure of the workers to biological risk, especially during indoor operations. Active sampling was carried out using the Surface Air System and Rodac plate method was applied to surface sampling. Species identification and antimicrobial susceptibilities were obtained by Vitek2 System (bioMrieux, France) and by the agar-diffusion method. The presence of resistance genes was investigated by multiplex PCR assay. Results: In all sampling points a significant contamination of aerosol was detected, although the total microbial counts resulted within the limit proposed by the National authority (10000 CFU/sqm). The counts of Enterobacteriaceae were always above the limit of 100 CFU/sqm and strains of Enterobacter cloacae resistant to beta-lactams and third generation cephalosporines, were detected, carrying the blaCTX-M15 gene. Conclusions: The contamination of workplace with multidrug-resistant strains is a crucial area for public health actions to avoid the conjunction of factors that promote evolution and spread of antibiotic resistance.  2015, iMedPub.","Department of Translational Research, NTMS, University of Pisa, Italy; Department of Biology, University of Pisa, Italy; Unit of Infectious Disease, University Hospital of Pisa, Italy; Department of Health Sciences, University of Genoa, Italy","Casini, B. and Verani, M. and Tagliaferri, E. and Totaro, M. and Cristina, M.L. and Privitera, G. and Carducci, A.",NA,19898436,Archives of Clinical Microbiology,Enterobacter cloacae,English,NA,scopus,CTX-M-15 type Extended-Spectrum Beta-Lactamase-Producing enterobacter cloacae in bioaerosol of a municipal solid waste recycling plant: A new possible reservoir of infection?,6,2015,143,1,YES,N,N,N,N,Y,YES,NO,NO,NO,YES,not included,Y,N,YES,solid waste not poo
church,8,Abdulla_2008_AERO,"Actinomycetes were isolated from the indoor air of the church of Saint Katherin Monastery during different visiting hours. Fifty air samples collected over one year by using automated air sampler were plated on four different media. The low nutrient-content medium 1/10 SC was significantly effective in recovery of actinomycetes compared to the other formula of rich media. Average counts of bacteria, actinomycetes and fungi were 487, 65 and 90 cfu/m(3), respectively. Fifty-six morphologically different actinomycetes isolates were recovered during this study assigned into five different genera, in addition to three unidentified isolates. Tentative identification of the isolates indicated predominance of genus Streptomyces, representing 59\% of the isolates. Isolates were screened for resistance to 11 antibiotics, antimicrobial activities towards seven microbial strains, Growth on 12 different carbon source, acid production and pigmentation. About 77\% of actinomycete isolates were resistant to the antibiotics with different resistance patterns. 12.5\% of the airborne actinomycetes exhibited antinmicrobial activities. The isolates showed wide variation in carbon source usage. Forty percent of the isolates were able to utilize all tested carbon sources while 80\% were acid producers. Melanin production was produced by 34\% of the isolates. While 45\% of the isolates were able to produce other diffusible pigments, the majority of the pigments were brown in color however; yellow, orange and green pigments were produced by a number of isolates. The impact of these activities on the historical objects of the church and the tourist's health is discussed.","Abdulla, H (Reprint Author), Suez Canal Univ, Fac Sci, Dept Bot, Ismailia 41522, Egypt. Abdulla, Hesham; Morshedy, Hekmate; Dewedar, Ahmed, Suez Canal Univ, Fac Sci, Dept Bot, Ismailia 41522, Egypt.","Abdulla, Hesham and Morshedy, Hekmate and Dewedar, Ahmed",10.1007/s10453-007-9080-0,0393-5965,AEROBIOLOGIA,actinomycetes; airborne microbes; Saint Katherine Monastery; biodeterioration,English,35-41,wos,"Characterization of actinomycetes isolated from the indoor air of the church of Saint Katherine Monastery, Egypt",24,2008,8,2,YES,N,N,N,N,Y,NO,NO,NO,NO,YES,one organism,,,,
lake,260,Escalante_2014_AERO,"Bioaerosols are transported from warm regions and lower latitudes of the planet to colder regions and higher latitudes, such as the Chilean Patagonia. The role of bioaerosols deposition in remote lake ecosystems is a potentially important process, but it has not yet been fully studied. The aim of this study was to detect and characterize potentially pathogenic viable microorganisms in bioaerosols in a pristine area. Samples were collected from the air, at three remote lakes in the Chilean Patagonia, using a sterile filtration system equipped with 0.2-mu m-pore-size nitrocellulose filters. The bacterial community present in bioaerosols was studied using scanning electron microscopy (SEM) and denaturing gradient gel electrophoresis. Isolates were identified and characterized for phenotypic and 16S rDNA analysis and antibiotic resistance. SEM observations of samples from each lake showed the presence of bacteria with different morphologies, and after culturing, the identification results revealed that they were strains of Acinetobacter, Alcaligenes, Edwarsiella, Pseudomonas, Burklolderia, Moraxella, Sphingomonas and CDC NO-1. CDC NO-1, uncommonly isolated worldwide, stands out from the rest of the isolates because it is a rarely found bacterium so far associated with dog and cat bites and was found at two out of three pristine lakes studied (Alto and Verde). This work demonstrates, for the first time, the presence of CDC NO-1, a clinically important Gram-negative microorganism, in bioaerosols and first report of CDC-NO1 isolation in Chile. Besides its presence in remote lakes, its antibiotic resistance is worth mentioning.","Campos, VL (Reprint Author), Univ Concepcion, Dept Microbiol, Fac Biol Sci, POB 160-C,Mail 3, Concepcion, Chile. Escalante, Guisella; Leon, Carla G.; Giacomozzi, Benner; Guzman, Victor; Mondaca, Maria Angelica; Smith, Carlos; Campos, Victor L., Univ Concepcion, Dept Microbiol, Fac Biol Sci, Concepcion, Chile. Escalante, Guisella; Urrutia, Roberto, Univ Concepcion, EULA CHILE Ctr, Concepcion, Chile.","Escalante, Guisella and Leon, Carla G. and Giacomozzi, Benner and Guzman, Victor and Mondaca, Maria Angelica and Urrutia, Roberto and Smith, Carlos and Campos, Victor L.",10.1007/s10453-014-9330-x,0393-5965,AEROBIOLOGIA,Bioaerosols; Patagonian lakes; CDC NO-1; Air microbiota,English,323-331,wos,Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes,30,2014,260,2,YES,N,N,N,N,Y,NO,YES,NO,NO,YES,not included - focus on one strain,,,,
